Sensor Name:,kionix
Scale Range:,2
Serial Port:,/dev/ttyACM0
File Name:,res1.csv
Time,X,Y,Z
3.814697265625e-06,0.4704678,-0.01561719,0.8774907
8.344650268554688e-05,0.473396,-0.01756933,0.8735865
0.00010013580322265625,0.4675395,-0.01756933,0.8735865
0.00011110305786132812,0.4675395,-0.02537793,0.8862754
0.19957852363586426,0.4821806,-0.02147363,0.8696821
0.19960474967956543,0.5241518,0.01171289,0.8374717
0.3996155261993408,0.6305439,0.01073682,0.7769551
0.39963769912719727,0.6920366,0.01073682,0.7769551
0.39964723587036133,0.6920366,0.0985835,0.8413759
0.3996560573577881,0.5905249,0.05368408,0.8130698
0.5994982719421387,0.5378169,0.01268896,0.605166
0.599567174911499,-0.2625639,-0.05173193,0.6539697
0.5995888710021973,0.7437685,0.05758838,0.9546005
0.7993378639221191,0.4831567,-0.01854541,0.8716343
0.7993664741516113,0.4909653,-0.01268896,0.8589453
0.9992430210113525,0.4812046,-0.01854541,0.8765146
0.9993135929107666,0.4938935,-0.007808594,0.8511367
0.9993250370025635,0.4880371,-0.01854541,0.8667539
1.1993169784545898,0.4802285,-0.02244971,0.8745625
1.1993436813354492,0.4890131,-0.01659326,0.8599214
1.3995554447174072,0.487061,-0.01854541,0.8618735
1.3996388912200928,0.4909653,-0.01464111,0.8579692
1.399648666381836,0.4860849,-0.0302583,0.868706
1.5991976261138916,0.4860849,-0.01854541,0.8667539
1.599219560623169,0.4773003,-0.01464111,0.8774907
1.79917311668396,0.4802285,-0.01561719,0.8706581
1.7992525100708008,0.4802285,-0.02244971,0.8794429
1.7992660999298096,0.4782763,-0.02733008,0.8784668
1.9999046325683594,0.4812046,-0.026354,0.8755385
1.9999229907989502,0.4743721,-0.01561719,0.8852993
2.199594736099243,0.4860849,-0.01561719,0.8618735
2.199659585952759,0.4841328,-0.01171289,0.8677299
2.199669599533081,0.4782763,-0.02342578,0.8677299
2.1996777057647705,0.4782763,-0.02342578,0.8696821
2.3996660709381104,0.4265444,-0.06832519,0.8882276
2.399688243865967,0.5768599,0.03318652,0.8247827
2.5993568897247314,0.4460659,-0.007808594,0.8852993
2.599378824234009,0.7457207,0.1122485,0.9721699
2.5993878841400146,0.2576836,-0.1200571,0.355291
2.79958438873291,0.1591001,0.1298179,0.974122
2.799604892730713,0.4694917,-0.01268896,0.7867158
2.999964952468872,0.4890131,-0.0009760742,0.8589453
3.000007390975952,0.4909653,-0.01854541,0.8608974
3.0000205039978027,0.4880371,-0.009760742,0.8638257
3.1994683742523193,0.4880371,-0.02049756,0.8657778
3.199495553970337,0.4792524,-0.02342578,0.8804189
3.199556589126587,0.4792524,0.0,0.8745625
3.39927339553833,0.4919414,-0.01659326,0.8521128
3.399299383163452,0.473396,-0.003904297,0.8852993
3.5997159481048584,0.4782763,-0.01073682,0.881395
3.5997395515441895,0.4773003,-0.004880371,0.8774907
3.5997958183288574,0.4841328,-0.01073682,0.8638257
3.79921817779541,0.4773003,-0.01464111,0.8804189
3.7992382049560547,0.4851089,-0.01561719,0.8706581
3.9991204738616943,0.4753481,-0.02049756,0.8862754
3.9991414546966553,0.4812046,-0.01073682,0.8706581
3.999185800552368,0.4782763,-0.02342578,0.8755385
4.1997971534729,0.487061,-0.01366504,0.8569931
4.199819326400757,0.4753481,-0.01073682,0.8755385
4.399099111557007,0.4704678,-0.01952148,0.8843232
4.399124383926392,0.4860849,-0.009760742,0.8696821
4.399181842803955,0.4880371,-0.01561719,0.8569931
4.599354982376099,0.4812046,-0.01366504,0.8706581
4.599379301071167,0.4860849,-0.005856445,0.8589453
4.79939866065979,0.3699321,0.006832519,0.9321508
4.799421548843384,0.6071181,-0.006832519,0.8033091
4.7994701862335205,0.7076538,0.03318652,0.9389833
4.999565124511719,0.5426972,0.06734912,0.7193666
4.999587774276733,0.6959409,0.0946792,0.6900845
5.1991753578186035,-0.3250327,-0.01073682,0.381645
5.199196100234985,0.5944292,0.08003808,0.856017
5.199244260787964,0.4919414,-0.009760742,0.8667539
5.39983057975769,0.4890131,-0.007808594,0.8638257
5.399852275848389,0.4841328,-0.008784667,0.8755385
5.599774360656738,0.4899892,0.002928222,0.8618735
5.599790573120117,0.4880371,-0.009760742,0.8667539
5.599825143814087,0.4841328,-0.002928222,0.8667539
5.799847841262817,0.4812046,-0.006832519,0.8755385
5.799868583679199,0.4929175,-0.01073682,0.8540649
5.999892473220825,0.487061,-0.01659326,0.8638257
5.9999165534973145,0.4773003,-0.008784667,0.8765146
5.999967575073242,0.4851089,-0.01952148,0.8696821
6.199061632156372,0.4792524,-0.005856445,0.8755385
6.199078798294067,0.4831567,-0.01268896,0.8677299
6.199084281921387,0.4890131,-0.02244971,0.8638257
6.399730443954468,0.4743721,-0.008784667,0.8882276
6.399819850921631,0.4948696,-0.01659326,0.8472324
6.599717617034912,0.4821806,-0.0009760742,0.8716343
6.599738121032715,0.4050708,0.01561719,0.9145815
6.599771022796631,0.6012617,-0.001952148,0.7984287
6.800030469894409,0.7437685,0.05270801,0.960457
6.8002424240112305,0.3933579,-0.06539697,0.8433281
6.99934196472168,0.6237114,-0.05270801,0.6041899
6.999363422393799,-0.0302583,-0.09175097,0.1542197
6.999372720718384,0.2606118,0.06539697,0.9907153
7.199483394622803,0.4499702,-0.008784667,0.934103
7.199587106704712,0.4860849,-0.01171289,0.868706
7.399559259414673,0.4880371,-0.009760742,0.8638257
7.399618148803711,0.4782763,-0.004880371,0.8765146
7.399645090103149,0.4919414,-0.01952148,0.8540649
7.59990382194519,0.4792524,-0.01073682,0.8716343
7.600011825561523,0.473396,-0.002928222,0.8843232
7.799098014831543,0.4841328,-0.01952148,0.8657778
7.799118757247925,0.4831567,-0.009760742,0.8755385
7.7991273403167725,0.4773003,-0.01561719,0.882371
7.999345064163208,0.4880371,-0.01366504,0.8599214
7.99942946434021,0.4812046,-0.02244971,0.8716343
8.199590921401978,0.4851089,-0.02147363,0.8589453
8.199610710144043,0.4704678,-0.009760742,0.8882276
8.199631214141846,0.4743721,-0.0009760742,0.8833471
8.399574279785156,0.4743721,-0.01659326,0.8843232
8.399638175964355,0.4714438,-0.01464111,0.8852993
8.600102663040161,0.473396,-0.01268896,0.882371
8.600188493728638,0.4763242,-0.01561719,0.8745625
8.600222110748291,0.4841328,-0.01073682,0.8628496
8.79908561706543,0.4743721,-0.008784667,0.881395
8.799148082733154,0.4782763,-0.006832519,0.8706581
8.799157619476318,0.4753481,-0.004880371,0.8784668
